book_number,title,author,language,genres,plain_text_url
34395,Ghost Beyond the Gate,"Wirt, Mildred A. (Mildred Augustine), 1905-2002",English,"['Novels', 'Crime, Thrillers and Mystery']",https://www.gutenberg.org/ebooks/34395.txt.utf-8
34396,A Cry in the Wilderness,"Waller, Mary E. (Mary Ella), 1855-1938",English,"['American Literature', 'Novels']",https://www.gutenberg.org/ebooks/34396.txt.utf-8
34398,Mrs. Fitz,"Snaith, J. C. (John Collis), 1876-1936",English,"['Humour', 'Novels', 'British Literature']",https://www.gutenberg.org/ebooks/34398.txt.utf-8
34399,The Westerners,"White, Stewart Edward, 1873-1946",English,"['Historical Novels', 'Adventure', 'American Literature']",https://www.gutenberg.org/ebooks/34399.txt.utf-8
34401,The Pace That Kills: A Chronicle,"Saltus, Edgar, 1855-1921",English,"['American Literature', 'Novels']",https://www.gutenberg.org/ebooks/34401.txt.utf-8
34402,Phases of an Inferior Planet,"Glasgow, Ellen Anderson Gholson, 1873-1945",English,"['American Literature', 'Novels']",https://www.gutenberg.org/ebooks/34402.txt.utf-8
34403,The Clock Strikes Thirteen,"Wirt, Mildred A. (Mildred Augustine), 1905-2002",English,"['American Literature', 'Children & Young Adult Reading', 'Crime, Thrillers and Mystery']",https://www.gutenberg.org/ebooks/34403.txt.utf-8
34404,The Beautiful Miss Brooke,"Zangwill, Louis, 1869-1938",English,"['Romance', 'Novels', 'British Literature']",https://www.gutenberg.org/ebooks/34404.txt.utf-8
34407,The Silent Mill,"Sudermann, Hermann, 1857-1928",English,"['German Literature', 'Novels']",https://www.gutenberg.org/ebooks/34407.txt.utf-8
34408,"Library of the World's Best Literature, Ancient and Modern — Volume 13",Author not found,English,['Classics of Literature'],https://www.gutenberg.org/ebooks/34408.txt.utf-8
34410,The Treasure of the Isle of Mist,"Tarn, W. W. (William Woodthorpe), 1869-1957",English,"['Science-Fiction & Fantasy', 'Adventure', 'Novels', 'British Literature']",https://www.gutenberg.org/ebooks/34410.txt.utf-8
34414,Just—William,"Crompton, Richmal, 1890-1969",English,"['British Literature', 'Children & Young Adult Reading', 'Novels', 'Humour']",https://www.gutenberg.org/ebooks/34414.txt.utf-8
34415,For the Allinson Honor,"Bindloss, Harold, 1866-1945",English,"['Novels', 'British Literature']",https://www.gutenberg.org/ebooks/34415.txt.utf-8
34416,The River's Children: An Idyl of the Mississippi,"Stuart, Ruth McEnery, 1856-1917",English,"['American Literature', 'Novels']",https://www.gutenberg.org/ebooks/34416.txt.utf-8
34419,The Ancient Law,"Glasgow, Ellen Anderson Gholson, 1873-1945",English,"['American Literature', 'Novels']",https://www.gutenberg.org/ebooks/34419.txt.utf-8
34420,Riya's Foundling,"Budrys, Algis, 1931-2008",English,"['Science-Fiction & Fantasy', 'Novels']",https://www.gutenberg.org/ebooks/34420.txt.utf-8
34423,Jack and the Check Book,"Bangs, John Kendrick, 1862-1922",English,"['Science-Fiction & Fantasy', 'Humour', 'Novels']",https://www.gutenberg.org/ebooks/34423.txt.utf-8
34425,Johnstone of the Border,"Bindloss, Harold, 1866-1945",English,['Novels'],https://www.gutenberg.org/ebooks/34425.txt.utf-8
34426,The Enchanted Barn,"Hill, Grace Livingston, 1865-1947",English,"['American Literature', 'Romance', 'Novels']",https://www.gutenberg.org/ebooks/34426.txt.utf-8
34427,Dr. Lavendar's People,"Deland, Margaret Wade Campbell, 1857-1945",English,"['American Literature', 'Novels']",https://www.gutenberg.org/ebooks/34427.txt.utf-8
34428,Alas! A Novel,"Broughton, Rhoda, 1840-1920",English,"['Novels', 'British Literature']",https://www.gutenberg.org/ebooks/34428.txt.utf-8
34430,Nelly's Silver Mine: A Story of Colorado Life,"Jackson, Helen Hunt, 1830-1885",English,"['American Literature', 'Children & Young Adult Reading', 'Novels']",https://www.gutenberg.org/ebooks/34430.txt.utf-8
34431,"The Islands of Magic: Legends, Folk and Fairy Tales from the Azores","Eells, Elsie Spicer, 1880-1963",English,"['Mythology, Legends & Folklore']",https://www.gutenberg.org/ebooks/34431.txt.utf-8
34438,The Troubles of Biddy: A Pretty Little Story,"Byrum, Isabel C. (Isabel Coston), 1870-1938",English,"['Children & Young Adult Reading', 'Humour']",https://www.gutenberg.org/ebooks/34438.txt.utf-8
34441,The Cry at Midnight,"Wirt, Mildred A. (Mildred Augustine), 1905-2002",English,"['Novels', 'Crime, Thrillers and Mystery']",https://www.gutenberg.org/ebooks/34441.txt.utf-8
34442,The Voodoo Gold Trail,"Walden, Walter",English,"['Adventure', 'Novels']",https://www.gutenberg.org/ebooks/34442.txt.utf-8
34443,"The Camp Fire Girls at the Seashore; Or, Bessie King's Happiness","Stewart, Jane L.",English,"['Adventure', 'Children & Young Adult Reading', 'Novels']",https://www.gutenberg.org/ebooks/34443.txt.utf-8
34448,Rick and Ruddy: The Story of a Boy and His Dog,"Garis, Howard Roger, 1873-1962",English,"['Adventure', 'Children & Young Adult Reading', 'Novels']",https://www.gutenberg.org/ebooks/34448.txt.utf-8
34452,The Iron Arrow Head or The Buckler Maiden: A Tale of the Northman Invasion,"Sue, Eugène, 1804-1857",English,"['Historical Novels', 'French Literature']",https://www.gutenberg.org/ebooks/34452.txt.utf-8
34453,More Celtic Fairy Tales,Author not found,English,"['Short Stories', 'Mythology, Legends & Folklore', 'British Literature']",https://www.gutenberg.org/ebooks/34453.txt.utf-8
34458,The Twilight of the Souls,"Couperus, Louis, 1863-1923",English,['Novels'],https://www.gutenberg.org/ebooks/34458.txt.utf-8
34460,The Court Jester,"Baker, Cornelia, 1855-1930",English,"['Historical Novels', 'Novels']",https://www.gutenberg.org/ebooks/34460.txt.utf-8
34465,A Little Book of Christmas,"Bangs, John Kendrick, 1862-1922",English,['Short Stories'],https://www.gutenberg.org/ebooks/34465.txt.utf-8
34466,Rescue Dog of the High Pass,"Kjelgaard, Jim, 1910-1959",English,"['Adventure', 'Children & Young Adult Reading', 'Novels']",https://www.gutenberg.org/ebooks/34466.txt.utf-8
34467,In Camp With A Tin Soldier,"Bangs, John Kendrick, 1862-1922",English,"['Adventure', 'Children & Young Adult Reading', 'Humour']",https://www.gutenberg.org/ebooks/34467.txt.utf-8
34468,Christopher Quarles: College Professor and Master Detective,"Brebner, Percy James, 1864-1922",English,"['Novels', 'Crime, Thrillers and Mystery', 'British Literature']",https://www.gutenberg.org/ebooks/34468.txt.utf-8
34470,The Blue Jar Story Book,"Mant, Alicia Catherine, -1869",English,"['Short Stories', 'Children & Young Adult Reading']",https://www.gutenberg.org/ebooks/34470.txt.utf-8
34474,"Joan of Arc, the Warrior Maid","Madison, Lucy Foster, 1865-1932",English,"['Historical Novels', 'Children & Young Adult Reading', 'French Literature']",https://www.gutenberg.org/ebooks/34474.txt.utf-8
34476,"The Admirable Lady Biddy Fane","Barrett, Frank, 1848-1926",English,"['Historical Novels', 'Adventure', 'Novels']",https://www.gutenberg.org/ebooks/34476.txt.utf-8
34481,The Prime Minister,"Kingston, William Henry Giles, 1814-1880",English,"['Romance', 'Historical Novels', 'Adventure']",https://www.gutenberg.org/ebooks/34481.txt.utf-8
34482,The Rosery Folk,"Fenn, George Manville, 1831-1909",English,"['Novels', 'British Literature']",https://www.gutenberg.org/ebooks/34482.txt.utf-8
34483,Alone on an Island,"Kingston, William Henry Giles, 1814-1880",English,"['Adventure', 'Novels', 'British Literature']",https://www.gutenberg.org/ebooks/34483.txt.utf-8
34484,"Waihoura, the Maori Girl","Kingston, William Henry Giles, 1814-1880",English,"['Adventure', 'Novels']",https://www.gutenberg.org/ebooks/34484.txt.utf-8
34485,The Circassian Chief: A Romance of Russia,"Kingston, William Henry Giles, 1814-1880",English,"['Historical Novels', 'Adventure', 'Novels']",https://www.gutenberg.org/ebooks/34485.txt.utf-8
34486,"Among the Red-skins; Or, Over the Rocky Mountains","Kingston, William Henry Giles, 1814-1880",English,"['Historical Novels', 'Adventure']",https://www.gutenberg.org/ebooks/34486.txt.utf-8
34487,The Perils and Adventures of Harry Skipwith by Land and Sea,"Kingston, William Henry Giles, 1814-1880",English,"['Adventure', 'Novels']",https://www.gutenberg.org/ebooks/34487.txt.utf-8
34488,The Cruise of the Frolic,"Kingston, William Henry Giles, 1814-1880",English,"['Adventure', 'Novels', 'British Literature']",https://www.gutenberg.org/ebooks/34488.txt.utf-8
34489,"Antony Waymouth; Or, The Gentlemen Adventurers","Kingston, William Henry Giles, 1814-1880",English,"['Historical Novels', 'Adventure', 'Novels', 'British Literature']",https://www.gutenberg.org/ebooks/34489.txt.utf-8
34490,Sweet Mace: A Sussex Legend of the Iron Times,"Fenn, George Manville, 1831-1909",English,"['Romance', 'Historical Novels', 'British Literature']",https://www.gutenberg.org/ebooks/34490.txt.utf-8
34491,"Ralph Clavering; Or, We Must Try Before We Can Do","Kingston, William Henry Giles, 1814-1880",English,"['Children & Young Adult Reading', 'Novels', 'British Literature']",https://www.gutenberg.org/ebooks/34491.txt.utf-8
34492,The Master of the Ceremonies,"Fenn, George Manville, 1831-1909",English,"['Romance', 'Novels', 'Crime, Thrillers and Mystery', 'British Literature']",https://www.gutenberg.org/ebooks/34492.txt.utf-8
34493,Draw Swords! In the Horse Artillery,"Fenn, George Manville, 1831-1909",English,"['Historical Novels', 'Adventure', 'British Literature']",https://www.gutenberg.org/ebooks/34493.txt.utf-8
34494,Stan Lynn: A Boy's Adventures in China,"Fenn, George Manville, 1831-1909",English,"['Adventure', 'Novels']",https://www.gutenberg.org/ebooks/34494.txt.utf-8
34495,"Rob Nixon, the Old White Trader: A Tale of Central British North America","Kingston, William Henry Giles, 1814-1880",English,"['Historical Novels', 'Adventure', 'British Literature']",https://www.gutenberg.org/ebooks/34495.txt.utf-8
34497,The Boy With the U. S. Survey,"Rolt-Wheeler, Francis, 1876-1960",English,"['American Literature', 'Adventure', 'Children & Young Adult Reading', 'Novels']",https://www.gutenberg.org/ebooks/34497.txt.utf-8
34499,Mark Mason's Victory: The Trials and Triumphs of a Telegraph Boy,"Alger, Horatio, Jr., 1832-1899",English,"['American Literature', 'Novels']",https://www.gutenberg.org/ebooks/34499.txt.utf-8
34500,The Gold Brick,"Stephens, Ann S. (Ann Sophia), 1810-1886",English,"['Historical Novels', 'Novels']",https://www.gutenberg.org/ebooks/34500.txt.utf-8
34503,"The Green Book; Or, Freedom Under the Snow: A Novel","Jókai, Mór, 1825-1904",English,"['Historical Novels', 'Novels']",https://www.gutenberg.org/ebooks/34503.txt.utf-8
34504,Seven Legends,"Keller, Gottfried, 1819-1890",English,"['German Literature', 'Short Stories', 'Mythology, Legends & Folklore']",https://www.gutenberg.org/ebooks/34504.txt.utf-8
34505,Seldwyla Folks: Three Singular Tales,"Keller, Gottfried, 1819-1890",English,"['German Literature', 'Short Stories', 'Humour']",https://www.gutenberg.org/ebooks/34505.txt.utf-8
34506,German Fiction,"Storm, Theodor, 1817-1888",English,"['German Literature', 'Novels']",https://www.gutenberg.org/ebooks/34506.txt.utf-8
34507,The Heritage of the Hills,"Hankins, Arthur Preston, 1880-1932",English,"['American Literature', 'Adventure', 'Novels']",https://www.gutenberg.org/ebooks/34507.txt.utf-8
34512,Rosalind at Red Gate,"Nicholson, Meredith, 1866-1947",English,"['American Literature', 'Romance', 'Novels', 'Crime, Thrillers and Mystery']",https://www.gutenberg.org/ebooks/34512.txt.utf-8
34515,"Lady Daisy, and Other Stories","Stewart, Caroline",English,"['Short Stories', 'Children & Young Adult Reading']",https://www.gutenberg.org/ebooks/34515.txt.utf-8
34522,The Secret of the League: The Story of a Social War,"Bramah, Ernest, 1869?-1942",English,"['Science-Fiction & Fantasy', 'Novels', 'British Literature']",https://www.gutenberg.org/ebooks/34522.txt.utf-8
34527,Makers,"Doctorow, Cory, 1971-",English,"['American Literature', 'Science-Fiction & Fantasy', 'Novels']",https://www.gutenberg.org/ebooks/34527.txt.utf-8
34529,"The Infidel; or, the Fall of Mexico. Vol. I.","Bird, Robert Montgomery, 1806-1854",English,"['Romance', 'Historical Novels']",https://www.gutenberg.org/ebooks/34529.txt.utf-8
34530,"The Infidel; or, the Fall of Mexico. Vol. II.","Bird, Robert Montgomery, 1806-1854",English,"['Romance', 'Historical Novels', 'Adventure']",https://www.gutenberg.org/ebooks/34530.txt.utf-8
34531,"The Pilgrim's Shell; Or, Fergan the Quarryman: A Tale from the Feudal Times","Sue, Eugène, 1804-1857",English,['Historical Novels'],https://www.gutenberg.org/ebooks/34531.txt.utf-8
34535,Digby Heathcote: The Early Days of a Country Gentleman's Son and Heir,"Kingston, William Henry Giles, 1814-1880",English,"['Children & Young Adult Reading', 'Novels', 'British Literature']",https://www.gutenberg.org/ebooks/34535.txt.utf-8
34536,Strange Stories of Colonial Days,Various,English,"['Historical Novels', 'Short Stories', 'American Literature', 'Adventure']",https://www.gutenberg.org/ebooks/34536.txt.utf-8
34537,Cursed by a Fortune,"Fenn, George Manville, 1831-1909",English,"['Novels', 'British Literature']",https://www.gutenberg.org/ebooks/34537.txt.utf-8
34538,The Hole in the Wall,"Morrison, Arthur, 1863-1945",English,"['Novels', 'Crime, Thrillers and Mystery', 'British Literature']",https://www.gutenberg.org/ebooks/34538.txt.utf-8
34539,"John Marchmont's Legacy, Volume 1 (of 3)","Braddon, M. E. (Mary Elizabeth), 1835-1915",English,"['Novels', 'British Literature']",https://www.gutenberg.org/ebooks/34539.txt.utf-8
34540,"John Marchmont's Legacy, Volume 2 (of 3)","Braddon, M. E. (Mary Elizabeth), 1835-1915",English,"['Romance', 'Novels', 'British Literature']",https://www.gutenberg.org/ebooks/34540.txt.utf-8
34541,"John Marchmont's Legacy, Volume 3 (of 3)","Braddon, M. E. (Mary Elizabeth), 1835-1915",English,"['Novels', 'British Literature']",https://www.gutenberg.org/ebooks/34541.txt.utf-8
34542,"John Marchmont's Legacy, Volumes 1-3","Braddon, M. E. (Mary Elizabeth), 1835-1915",English,"['Novels', 'British Literature']",https://www.gutenberg.org/ebooks/34542.txt.utf-8
34543,Furze the Cruel,"Trevena, John, 1870-1948",English,"['Historical Novels', 'Novels', 'British Literature']",https://www.gutenberg.org/ebooks/34543.txt.utf-8
34545,Dr. Rumsey's patient :  a very strange story,"Halifax, Clifford, 1860-1921",English,"['Romance', 'Novels', 'British Literature']",https://www.gutenberg.org/ebooks/34545.txt.utf-8
34549,Child Life in Prose,Author not found,English,"['Short Stories', 'Children & Young Adult Reading']",https://www.gutenberg.org/ebooks/34549.txt.utf-8
34551,"Witch Winnie: The Story of a ""King's Daughter""","Champney, Elizabeth W. (Elizabeth Williams), 1850-1922",English,"['American Literature', 'Children & Young Adult Reading', 'Novels']",https://www.gutenberg.org/ebooks/34551.txt.utf-8
34552,Danger at the Drawbridge,"Wirt, Mildred A. (Mildred Augustine), 1905-2002",English,"['American Literature', 'Children & Young Adult Reading', 'Crime, Thrillers and Mystery']",https://www.gutenberg.org/ebooks/34552.txt.utf-8
34553,Over the Plum Pudding,"Bangs, John Kendrick, 1862-1922",English,"['Short Stories', 'Humour']",https://www.gutenberg.org/ebooks/34553.txt.utf-8
34558,Defending the Island: A story of Bar Harbor in 1758,"Otis, James, 1848-1912",English,"['American Literature', 'Historical Novels', 'Adventure', 'Children & Young Adult Reading']",https://www.gutenberg.org/ebooks/34558.txt.utf-8
34567,Paradise Bend,"White, William Patterson, 1884-",English,"['American Literature', 'Crime, Thrillers and Mystery', 'Adventure', 'Romance', 'Novels']",https://www.gutenberg.org/ebooks/34567.txt.utf-8
34571,"The Pearl Story Book: Stories and Legends of Winter, Christmas, and New Year's Day",Author not found,English,"['Mythology, Legends & Folklore', 'Short Stories', 'Children & Young Adult Reading']",https://www.gutenberg.org/ebooks/34571.txt.utf-8
34574,"In Love With the Czarina, and Other Stories","Jókai, Mór, 1825-1904",English,"['Historical Novels', 'Short Stories']",https://www.gutenberg.org/ebooks/34574.txt.utf-8
34575,The Triumph of Virginia Dale,"Francis, John, 1875-",English,"['American Literature', 'Novels']",https://www.gutenberg.org/ebooks/34575.txt.utf-8
34583,The German Pioneers: A Tale of the Mohawk,"Spielhagen, Friedrich, 1829-1911",English,"['Historical Novels', 'German Literature', 'Novels']",https://www.gutenberg.org/ebooks/34583.txt.utf-8
34587,Mrs. Halliburton's Troubles,"Wood, Henry, Mrs., 1814-1887",English,"['Novels', 'British Literature']",https://www.gutenberg.org/ebooks/34587.txt.utf-8
34588,Some of Æsop's Fables with Modern Instances,"Aesop, 621? BCE-565? BCE",English,"['Mythology, Legends & Folklore', 'Children & Young Adult Reading']",https://www.gutenberg.org/ebooks/34588.txt.utf-8
34589,Test Pilot,"Collins, James, 1904-1935",English,"['Adventure', 'Biographies']",https://www.gutenberg.org/ebooks/34589.txt.utf-8
34591,Clue of the Silken Ladder,"Wirt, Mildred A. (Mildred Augustine), 1905-2002",English,"['American Literature', 'Novels', 'Children & Young Adult Reading', 'Crime, Thrillers and Mystery']",https://www.gutenberg.org/ebooks/34591.txt.utf-8
34592,Behind the Green Door,"Wirt, Mildred A. (Mildred Augustine), 1905-2002",English,"['American Literature', 'Children & Young Adult Reading', 'Crime, Thrillers and Mystery']",https://www.gutenberg.org/ebooks/34592.txt.utf-8
34597,McAllister and His Double,"Train, Arthur Cheney, 1875-1945",English,"['American Literature', 'Novels', 'Humour', 'Crime, Thrillers and Mystery']",https://www.gutenberg.org/ebooks/34597.txt.utf-8
34598,Through Night to Light: A Novel,"Spielhagen, Friedrich, 1829-1911",English,"['German Literature', 'Novels']",https://www.gutenberg.org/ebooks/34598.txt.utf-8
34599,What the Swallow Sang: A Novel,"Spielhagen, Friedrich, 1829-1911",English,"['German Literature', 'Novels']",https://www.gutenberg.org/ebooks/34599.txt.utf-8
34605,"Betty Lee, Freshman","Grove, Harriet Pyne",English,"['American Literature', 'Children & Young Adult Reading', 'Novels']",https://www.gutenberg.org/ebooks/34605.txt.utf-8
34609,King of the Castle,"Fenn, George Manville, 1831-1909",English,"['Novels', 'British Literature']",https://www.gutenberg.org/ebooks/34609.txt.utf-8
34611,Geoffrey Hampstead: A Novel,"Jarvis, Stinson, 1854-1926",English,['Novels'],https://www.gutenberg.org/ebooks/34611.txt.utf-8
34614,The Little Girl Who Was Taught by Experience,Anonymous,English,"['Children & Young Adult Reading', 'Novels']",https://www.gutenberg.org/ebooks/34614.txt.utf-8
34616,Barren Honour: A Novel,"Lawrence, George A. (George Alfred), 1827-1876",English,"['Historical Novels', 'Novels', 'British Literature']",https://www.gutenberg.org/ebooks/34616.txt.utf-8
34617,The Jews of Barnow: Stories,"Franzos, Karl Emil, 1848-1904",English,"['Short Stories', 'German Literature']",https://www.gutenberg.org/ebooks/34617.txt.utf-8
34618,Twenty-Four Unusual Stories for Boys and Girls,"Tyler, Anna Cogswell, 1859-1923",English,"['Short Stories', 'Children & Young Adult Reading']",https://www.gutenberg.org/ebooks/34618.txt.utf-8
34619,The Gateless Barrier,"Malet, Lucas, 1852-1931",English,"['Novels', 'British Literature']",https://www.gutenberg.org/ebooks/34619.txt.utf-8
34627,"The Dealings of Captain Sharkey, and Other Tales of Pirates","Doyle, Arthur Conan, 1859-1930",English,"['Short Stories', 'Adventure']",https://www.gutenberg.org/ebooks/34627.txt.utf-8
34628,"I, Thou, and the Other One: A Love Story","Barr, Amelia E., 1831-1919",English,"['Romance', 'Historical Novels', 'Novels', 'British Literature']",https://www.gutenberg.org/ebooks/34628.txt.utf-8
34629,The Mysterious Wanderer; Vol. II,"Reeve, Sophia",English,"['Romance', 'Adventure', 'Novels', 'British Literature']",https://www.gutenberg.org/ebooks/34629.txt.utf-8
34630,Some Experiences of an Irish R.M.,"Ross, Martin, 1862-1915",English,"['Humour', 'Novels', 'British Literature']",https://www.gutenberg.org/ebooks/34630.txt.utf-8
34650,A Gentleman Player; His Adventures on a Secret Mission for Queen Elizabeth,"Stephens, Robert Neilson, 1867-1906",English,"['Historical Novels', 'Adventure', 'British Literature']",https://www.gutenberg.org/ebooks/34650.txt.utf-8
34653,The Three Eyes,"Leblanc, Maurice, 1864-1941",English,"['Science-Fiction & Fantasy', 'Novels', 'Crime, Thrillers and Mystery']",https://www.gutenberg.org/ebooks/34653.txt.utf-8
34655,"Folk Stories from Southern Nigeria, West Africa","Dayrell, Elphinstone, 1869-1917",English,"['Mythology, Legends & Folklore']",https://www.gutenberg.org/ebooks/34655.txt.utf-8
34657,"The Breaking of the Storm, Vol. I.","Spielhagen, Friedrich, 1829-1911",English,"['German Literature', 'Historical Novels', 'Adventure', 'Novels']",https://www.gutenberg.org/ebooks/34657.txt.utf-8
34658,"The Breaking of the Storm, Vol. II.","Spielhagen, Friedrich, 1829-1911",English,"['German Literature', 'Novels']",https://www.gutenberg.org/ebooks/34658.txt.utf-8
34659,"The Breaking of the Storm, Vol. III.","Spielhagen, Friedrich, 1829-1911",English,"['German Literature', 'Novels']",https://www.gutenberg.org/ebooks/34659.txt.utf-8
34660,Petticoat Rule,"Orczy, Emmuska Orczy, Baroness, 1865-1947",English,"['Historical Novels', 'Novels']",https://www.gutenberg.org/ebooks/34660.txt.utf-8
34661,The Pioneers,"Prichard, Katharine Susannah, 1884-1969",English,"['Historical Novels', 'Novels']",https://www.gutenberg.org/ebooks/34661.txt.utf-8
34662,Willing to Die: A Novel,"Le Fanu, Joseph Sheridan, 1814-1873",English,"['Novels', 'Crime, Thrillers and Mystery', 'British Literature']",https://www.gutenberg.org/ebooks/34662.txt.utf-8
34663,Commodore Junk,"Fenn, George Manville, 1831-1909",English,"['Historical Novels', 'Novels', 'British Literature']",https://www.gutenberg.org/ebooks/34663.txt.utf-8
34664,The Mynns' Mystery,"Fenn, George Manville, 1831-1909",English,"['Novels', 'Crime, Thrillers and Mystery', 'British Literature']",https://www.gutenberg.org/ebooks/34664.txt.utf-8
34665,Christmas Penny Readings: Original Sketches for the Season,"Fenn, George Manville, 1831-1909",English,"['Short Stories', 'British Literature']",https://www.gutenberg.org/ebooks/34665.txt.utf-8
34666,Original Penny Readings: A Series of Short Sketches,"Fenn, George Manville, 1831-1909",English,"['Short Stories', 'British Literature']",https://www.gutenberg.org/ebooks/34666.txt.utf-8
34667,The Vee-Boers: A Tale of Adventure in Southern Africa,"Reid, Mayne, 1818-1883",English,"['Adventure', 'Novels']",https://www.gutenberg.org/ebooks/34667.txt.utf-8
34668,The Young Yagers: A Narrative of Hunting Adventures in Southern Africa,"Reid, Mayne, 1818-1883",English,"['Adventure', 'Novels']",https://www.gutenberg.org/ebooks/34668.txt.utf-8
34674,The Baron's Sons: A Romance of the Hungarian Revolution of 1848,"Jókai, Mór, 1825-1904",English,['Historical Novels'],https://www.gutenberg.org/ebooks/34674.txt.utf-8
34676,Mr. Punch's Country Life: Humours of Our Rustics,Author not found,English,['Humour'],https://www.gutenberg.org/ebooks/34676.txt.utf-8
34678,Footsteps of Fate,"Couperus, Louis, 1863-1923",English,['Novels'],https://www.gutenberg.org/ebooks/34678.txt.utf-8
34681,The Frontier Angel: A Romance of Kentucky Rangers' Life,"Ellis, Edward Sylvester, 1840-1916",English,"['Romance', 'Historical Novels', 'Adventure', 'American Literature']",https://www.gutenberg.org/ebooks/34681.txt.utf-8
34682,The Secret Pact,"Wirt, Mildred A. (Mildred Augustine), 1905-2002",English,"['American Literature', 'Novels', 'Crime, Thrillers and Mystery']",https://www.gutenberg.org/ebooks/34682.txt.utf-8
34685,Vestigia. Vol. I.,"Fleming, George, 1858-1938",English,['Novels'],https://www.gutenberg.org/ebooks/34685.txt.utf-8
34686,Vestigia. Vol. II.,"Fleming, George, 1858-1938",English,['Novels'],https://www.gutenberg.org/ebooks/34686.txt.utf-8
34689,The Wishing Well,"Wirt, Mildred A. (Mildred Augustine), 1905-2002",English,"['Adventure', 'Children & Young Adult Reading', 'Novels']",https://www.gutenberg.org/ebooks/34689.txt.utf-8
34691,Hoofbeats on the Turnpike,"Wirt, Mildred A. (Mildred Augustine), 1905-2002",English,"['American Literature', 'Novels', 'Children & Young Adult Reading', 'Crime, Thrillers and Mystery']",https://www.gutenberg.org/ebooks/34691.txt.utf-8
34697,The Lost Wagon,"Kjelgaard, Jim, 1910-1959",English,"['American Literature', 'Novels']",https://www.gutenberg.org/ebooks/34697.txt.utf-8
34700,God's Green Country: A Novel of Canadian Rural Life,"Chapman, Ethel M., 1888-1976",English,['Novels'],https://www.gutenberg.org/ebooks/34700.txt.utf-8
34703,The Tower of Oblivion,"Onions, Oliver, 1873-1961",English,"['Novels', 'British Literature']",https://www.gutenberg.org/ebooks/34703.txt.utf-8
34705,Russian Fairy Tales from the Skazki of Polevoi,"Polevoi, P. (Petr), 1839-1902",English,"['Mythology, Legends & Folklore', 'Russian Literature']",https://www.gutenberg.org/ebooks/34705.txt.utf-8
34709,The Man with the Double Heart,"Hine, Muriel, 1874-1949",English,"['Novels', 'British Literature']",https://www.gutenberg.org/ebooks/34709.txt.utf-8
34710,One of My Sons,"Green, Anna Katharine, 1846-1935",English,"['Novels', 'Crime, Thrillers and Mystery']",https://www.gutenberg.org/ebooks/34710.txt.utf-8
34711,"The Life of Roger Langdon, Told by himself. With additions by his daughter Ellen.","Langdon, Ellen",English,['Biographies'],https://www.gutenberg.org/ebooks/34711.txt.utf-8
34720,We Were There at the Oklahoma Land Run,"Kjelgaard, Jim, 1910-1959",English,"['American Literature', 'Historical Novels', 'Adventure', 'Children & Young Adult Reading']",https://www.gutenberg.org/ebooks/34720.txt.utf-8
34724,Lola,"Davis, Owen, 1874-1956",English,['Novels'],https://www.gutenberg.org/ebooks/34724.txt.utf-8
34725,The Hidden Force: A Story of Modern Java,"Couperus, Louis, 1863-1923",English,['Novels'],https://www.gutenberg.org/ebooks/34725.txt.utf-8
34728,"Betty Lee, Sophomore","Grove, Harriet Pyne",English,"['American Literature', 'Children & Young Adult Reading', 'Novels']",https://www.gutenberg.org/ebooks/34728.txt.utf-8
34732,Max Carrados,"Bramah, Ernest, 1869?-1942",English,"['Short Stories', 'Crime, Thrillers and Mystery', 'British Literature']",https://www.gutenberg.org/ebooks/34732.txt.utf-8
34738,"The Ivory Gate, a new edition","Besant, Walter, 1836-1901",English,"['Novels', 'Crime, Thrillers and Mystery', 'British Literature']",https://www.gutenberg.org/ebooks/34738.txt.utf-8
34744,The White Man's Foot,"Allen, Grant, 1848-1899",English,"['Adventure', 'Novels']",https://www.gutenberg.org/ebooks/34744.txt.utf-8
34748,Problematic Characters: A Novel,"Spielhagen, Friedrich, 1829-1911",English,"['German Literature', 'Novels']",https://www.gutenberg.org/ebooks/34748.txt.utf-8
34757,"Mashi, and Other Stories","Tagore, Rabindranath, 1861-1941",English,['Short Stories'],https://www.gutenberg.org/ebooks/34757.txt.utf-8
34758,813,"Leblanc, Maurice, 1864-1941",English,"['Novels', 'Crime, Thrillers and Mystery', 'French Literature']",https://www.gutenberg.org/ebooks/34758.txt.utf-8
34761,Dr. Adriaan,"Couperus, Louis, 1863-1923",English,['Novels'],https://www.gutenberg.org/ebooks/34761.txt.utf-8
34764,"Quisisana; or, Rest at Last","Spielhagen, Friedrich, 1829-1911",English,"['German Literature', 'Novels']",https://www.gutenberg.org/ebooks/34764.txt.utf-8
34766,"Shorter Novels, Eighteenth CenturyThe History of Rasselas, Prince of Abyssinia; The Castle of Otranto, a Gothic Story; Vathek, an Arabian Tale","Walpole, Horace, 1717-1797",English,"['Classics of Literature', 'Novels', 'British Literature']",https://www.gutenberg.org/ebooks/34766.txt.utf-8
34770,Told by the death's head :  a romantic tale,"Jókai, Mór, 1825-1904",English,"['Romance', 'Historical Novels', 'Adventure']",https://www.gutenberg.org/ebooks/34770.txt.utf-8
34775,The Boss of Wind River,"Chisholm, A. M. (Arthur Murray), 1872-1960",English,"['Adventure', 'Novels']",https://www.gutenberg.org/ebooks/34775.txt.utf-8
